image,dst_idx,dst_type,dst_lev,dmos
I19.png,14,multiplicative_noise,3,2.57
I19.png,14,multiplicative_noise,4,2.47
I19.png,14,multiplicative_noise,5,1.73
I19.png,15,denoise,1,3.93
I19.png,15,denoise,2,3.0
I19.png,15,denoise,3,2.87
I19.png,15,denoise,4,1.87
I19.png,15,denoise,5,1.6
I19.png,16,brighten,1,4.57
I19.png,16,brighten,2,4.57
I19.png,16,brighten,3,4.13
I19.png,16,brighten,4,2.5
I19.png,16,brighten,5,1.77
I19.png,17,darken,1,4.5
I19.png,17,darken,2,4.47
I19.png,17,darken,3,4.5
I19.png,17,darken,4,3.82
I19.png,17,darken,5,2.47
I19.png,18,mean_shift,1,4.5
I19.png,18,mean_shift,2,4.27
I19.png,18,mean_shift,3,4.7
I19.png,18,mean_shift,4,4.27
I19.png,18,mean_shift,5,3.9
I19.png,19,jitter,1,4.27
I19.png,19,jitter,2,3.83
I19.png,19,jitter,3,2.67
I19.png,19,jitter,4,1.57
I19.png,19,jitter,5,1.19
I19.png,20,non_eccentricity_patch,1,4.13
I19.png,20,non_eccentricity_patch,2,3.93
I19.png,20,non_eccentricity_patch,3,3.07
I19.png,20,non_eccentricity_patch,4,2.67
I19.png,20,non_eccentricity_patch,5,2.37
I19.png,21,pixelate,1,4.0
I19.png,21,pixelate,2,3.47
I19.png,21,pixelate,3,2.8
I19.png,21,pixelate,4,2.8
I19.png,21,pixelate,5,1.83
I19.png,22,quantization,1,4.4
I19.png,22,quantization,2,4.1
I19.png,22,quantization,3,3.37
I19.png,22,quantization,4,3.3
I19.png,22,quantization,5,2.67
I19.png,23,color_block,1,2.9
I19.png,23,color_block,2,2.37
I19.png,23,color_block,3,2.4
I19.png,23,color_block,4,2.33
I19.png,23,color_block,5,1.9
I19.png,24,high_sharpen,1,3.3
I19.png,24,high_sharpen,2,2.0
I19.png,24,high_sharpen,3,1.63
I19.png,24,high_sharpen,4,1.43
I19.png,24,high_sharpen,5,1.23
I19.png,25,contrast_change,1,3.53
I19.png,25,contrast_change,2,4.17
I19.png,25,contrast_change,3,4.45
I19.png,25,contrast_change,4,4.43
I19.png,25,contrast_change,5,3.53
I20.png,1,gblur,1,4.63
I20.png,1,gblur,2,4.37
I20.png,1,gblur,3,2.73
I20.png,1,gblur,4,1.97
I20.png,1,gblur,5,1.33
I20.png,2,lbur,1,3.9
I20.png,2,lbur,2,2.53
I20.png,2,lbur,3,1.63
I20.png,2,lbur,4,1.7
I20.png,2,lbur,5,1.53
I20.png,3,mblur,1,4.4
I20.png,3,mblur,2,4.03
I20.png,3,mblur,3,3.13
I20.png,3,mblur,4,2.13
I20.png,3,mblur,5,1.87
I20.png,4,color_diffusion,1,4.19
I20.png,4,color_diffusion,2,2.17
I20.png,4,color_diffusion,3,1.26
I20.png,4,color_diffusion,4,1.23
I20.png,4,color_diffusion,5,1.17
I20.png,5,color_shift,1,3.9
I20.png,5,color_shift,2,2.33
I20.png,5,color_shift,3,1.83
I20.png,5,color_shift,4,1.87
I20.png,5,color_shift,5,2.13
I20.png,6,color_quantization,1,3.77
I20.png,6,color_quantization,2,4.07
I20.png,6,color_quantization,3,3.7
I20.png,6,color_quantization,4,3.73
I20.png,6,color_quantization,5,2.27
I20.png,7,color_saturation1,1,2.57
I20.png,7,color_saturation1,2,2.3
I20.png,7,color_saturation1,3,2.3
I20.png,7,color_saturation1,4,2.4
I20.png,7,color_saturation1,5,2.17
I20.png,8,color_saturation2,1,4.53
I20.png,8,color_saturation2,2,3.3
I20.png,8,color_saturation2,3,2.7
I20.png,8,color_saturation2,4,1.7
I20.png,8,color_saturation2,5,1.37
I20.png,9,jpeg2000,1,4.53
I20.png,9,jpeg2000,2,4.4
I20.png,9,jpeg2000,3,3.8
I20.png,9,jpeg2000,4,2.3
I20.png,9,jpeg2000,5,1.37
I20.png,10,jpeg,1,4.13
I20.png,10,jpeg,2,3.9
I20.png,10,jpeg,3,3.53
I20.png,10,jpeg,4,1.67
I20.png,10,jpeg,5,1.23
I20.png,11,white_noise,1,3.47
I20.png,11,white_noise,2,3.2
I20.png,11,white_noise,3,2.6
I20.png,11,white_noise,4,2.57
I20.png,11,white_noise,5,1.87
I20.png,12,white_noise_color,1,4.33
I20.png,12,white_noise_color,2,3.57
I20.png,12,white_noise_color,3,2.97
I20.png,12,white_noise_color,4,2.53
I20.png,12,white_noise_color,5,2.33
I20.png,13,impulse_noise,1,3.07
I20.png,13,impulse_noise,2,2.6
I20.png,13,impulse_noise,3,2.57
I20.png,13,impulse_noise,4,2.27
I20.png,13,impulse_noise,5,1.9
I20.png,14,multiplicative_noise,1,4.07
I20.png,14,multiplicative_noise,2,3.37
I20.png,14,multiplicative_noise,3,3.17
I20.png,14,multiplicative_noise,4,2.43
I20.png,14,multiplicative_noise,5,2.1
I20.png,15,denoise,1,3.47
I20.png,15,denoise,2,2.33
I20.png,15,denoise,3,1.87
I20.png,15,denoise,4,1.67
I20.png,15,denoise,5,1.17
I20.png,16,brighten,1,4.5
I20.png,16,brighten,2,4.37
I20.png,16,brighten,3,3.83
I20.png,16,brighten,4,3.23
I20.png,16,brighten,5,1.93
I20.png,17,darken,1,4.53
I20.png,17,darken,2,4.27
I20.png,17,darken,3,4.03
I20.png,17,darken,4,3.07
I20.png,17,darken,5,1.77
I20.png,18,mean_shift,1,4.4
I20.png,18,mean_shift,2,4.5
I20.png,18,mean_shift,3,4.5
I20.png,18,mean_shift,4,3.9
I20.png,18,mean_shift,5,3.2
I20.png,19,jitter,1,4.6
I20.png,19,jitter,2,4.23
I20.png,19,jitter,3,3.37
I20.png,19,jitter,4,1.93
I20.png,19,jitter,5,1.37
I20.png,20,non_eccentricity_patch,1,4.3
I20.png,20,non_eccentricity_patch,2,4.2
I20.png,20,non_eccentricity_patch,3,4.03
I20.png,20,non_eccentricity_patch,4,4.27
I20.png,20,non_eccentricity_patch,5,3.3
I20.png,21,pixelate,1,4.07
I20.png,21,pixelate,2,3.3
I20.png,21,pixelate,3,3.1
I20.png,21,pixelate,4,3.2
I20.png,21,pixelate,5,1.57
I20.png,22,quantization,1,3.7
I20.png,22,quantization,2,3.57
I20.png,22,quantization,3,3.3
I20.png,22,quantization,4,2.97
I20.png,22,quantization,5,2.67
I20.png,23,color_block,1,3.03
I20.png,23,color_block,2,2.03
I20.png,23,color_block,3,2.37
I20.png,23,color_block,4,2.17
I20.png,23,color_block,5,2.03
I20.png,24,high_sharpen,1,3.69
I20.png,24,high_sharpen,2,3.0
I20.png,24,high_sharpen,3,2.17
I20.png,24,high_sharpen,4,1.53
I20.png,24,high_sharpen,5,1.37
I20.png,25,contrast_change,1,2.97
I20.png,25,contrast_change,2,3.73
I20.png,25,contrast_change,3,3.87
I20.png,25,contrast_change,4,4.03
I20.png,25,contrast_change,5,3.0
I21.png,1,gblur,1,4.7
I21.png,1,gblur,2,4.0
I21.png,1,gblur,3,2.5
I21.png,1,gblur,4,1.6
I21.png,1,gblur,5,1.13
I21.png,2,lbur,1,3.2
I21.png,2,lbur,2,2.4
I21.png,2,lbur,3,1.33
I21.png,2,lbur,4,1.47
I21.png,2,lbur,5,1.27
I21.png,3,mblur,1,4.7
I21.png,3,mblur,2,3.6
I21.png,3,mblur,3,2.23
I21.png,3,mblur,4,1.9
I21.png,3,mblur,5,1.53
I21.png,4,color_diffusion,1,4.43
I21.png,4,color_diffusion,2,2.8
I21.png,4,color_diffusion,3,1.9
I21.png,4,color_diffusion,4,1.67
I21.png,4,color_diffusion,5,1.27
I21.png,5,color_shift,1,3.77
I21.png,5,color_shift,2,2.33
I21.png,5,color_shift,3,1.93
I21.png,5,color_shift,4,1.77
I21.png,5,color_shift,5,1.93
I21.png,6,color_quantization,1,4.03
I21.png,6,color_quantization,2,4.23
I21.png,6,color_quantization,3,3.63
I21.png,6,color_quantization,4,3.43
I21.png,6,color_quantization,5,2.3
I21.png,7,color_saturation1,1,2.7
I21.png,7,color_saturation1,2,2.43
I21.png,7,color_saturation1,3,2.57
I21.png,7,color_saturation1,4,2.07
I21.png,7,color_saturation1,5,2.07
I21.png,8,color_saturation2,1,4.37
I21.png,8,color_saturation2,2,3.4
I21.png,8,color_saturation2,3,3.1
I21.png,8,color_saturation2,4,2.2
I21.png,8,color_saturation2,5,1.43
I21.png,9,jpeg2000,1,4.6
I21.png,9,jpeg2000,2,3.43
I21.png,9,jpeg2000,3,2.17
I21.png,9,jpeg2000,4,1.87
I21.png,9,jpeg2000,5,1.27
I21.png,10,jpeg,1,4.23
I21.png,10,jpeg,2,3.9
I21.png,10,jpeg,3,3.53
I21.png,10,jpeg,4,1.93
I21.png,10,jpeg,5,1.17
I21.png,11,white_noise,1,3.53
I21.png,11,white_noise,2,3.33
I21.png,11,white_noise,3,2.87
I21.png,11,white_noise,4,2.3
I21.png,11,white_noise,5,2.2
I21.png,12,white_noise_color,1,4.03
I21.png,12,white_noise_color,2,3.47
I21.png,12,white_noise_color,3,2.9
I21.png,12,white_noise_color,4,2.63
I21.png,12,white_noise_color,5,2.13
I21.png,13,impulse_noise,1,3.03
I21.png,13,impulse_noise,2,2.73
I21.png,13,impulse_noise,3,2.53
I21.png,13,impulse_noise,4,1.93
I21.png,13,impulse_noise,5,1.87
I21.png,14,multiplicative_noise,1,4.47
I21.png,14,multiplicative_noise,2,3.52
I21.png,14,multiplicative_noise,3,3.07
I21.png,14,multiplicative_noise,4,2.73
I21.png,14,multiplicative_noise,5,2.27
I21.png,15,denoise,1,3.4
I21.png,15,denoise,2,2.1
I21.png,15,denoise,3,1.87
I21.png,15,denoise,4,1.4
I21.png,15,denoise,5,1.33
I21.png,16,brighten,1,4.6
I21.png,16,brighten,2,4.3
I21.png,16,brighten,3,3.67
I21.png,16,brighten,4,3.13
I21.png,16,brighten,5,2.17
I21.png,17,darken,1,4.6
I21.png,17,darken,2,4.37
I21.png,17,darken,3,4.0
I21.png,17,darken,4,2.87
I21.png,17,darken,5,1.63
I21.png,18,mean_shift,1,4.37
I21.png,18,mean_shift,2,4.7
I21.png,18,mean_shift,3,4.43
I21.png,18,mean_shift,4,4.03
I21.png,18,mean_shift,5,3.53
I21.png,19,jitter,1,4.3
I21.png,19,jitter,2,3.77
I21.png,19,jitter,3,2.77
I21.png,19,jitter,4,1.67
I21.png,19,jitter,5,1.07
I21.png,20,non_eccentricity_patch,1,4.53
I21.png,20,non_eccentricity_patch,2,4.07
I21.png,20,non_eccentricity_patch,3,3.47
I21.png,20,non_eccentricity_patch,4,4.03
I21.png,20,non_eccentricity_patch,5,3.17
I21.png,21,pixelate,1,3.77
I21.png,21,pixelate,2,3.03
I21.png,21,pixelate,3,2.63
I21.png,21,pixelate,4,2.2
I21.png,21,pixelate,5,1.33
I21.png,22,quantization,1,3.57
I21.png,22,quantization,2,2.83
I21.png,22,quantization,3,2.93
I21.png,22,quantization,4,2.53
I21.png,22,quantization,5,2.07
I21.png,23,color_block,1,2.77
I21.png,23,color_block,2,2.3
I21.png,23,color_block,3,2.13
I21.png,23,color_block,4,2.13
I21.png,23,color_block,5,1.7
I21.png,24,high_sharpen,1,3.73
I21.png,24,high_sharpen,2,2.33
I21.png,24,high_sharpen,3,1.77
I21.png,24,high_sharpen,4,1.39
I21.png,24,high_sharpen,5,1.37
I21.png,25,contrast_change,1,3.5
I21.png,25,contrast_change,2,3.77
I21.png,25,contrast_change,3,3.97
I21.png,25,contrast_change,4,3.87
I21.png,25,contrast_change,5,3.2
I22.png,1,gblur,1,4.7
I22.png,1,gblur,2,4.57
I22.png,1,gblur,3,3.13
I22.png,1,gblur,4,2.3
I22.png,1,gblur,5,1.5
I22.png,2,lbur,1,3.8
I22.png,2,lbur,2,2.67
I22.png,2,lbur,3,2.17
I22.png,2,lbur,4,1.57
I22.png,2,lbur,5,1.3
I22.png,3,mblur,1,4.77
I22.png,3,mblur,2,4.33
I22.png,3,mblur,3,2.73
I22.png,3,mblur,4,2.33
I22.png,3,mblur,5,1.9
I22.png,4,color_diffusion,1,4.5
I22.png,4,color_diffusion,2,1.5
I22.png,4,color_diffusion,3,1.3
I22.png,4,color_diffusion,4,1.23
I22.png,4,color_diffusion,5,1.07
I22.png,5,color_shift,1,4.13
I22.png,5,color_shift,2,2.73
I22.png,5,color_shift,3,1.97
I22.png,5,color_shift,4,1.93
I22.png,5,color_shift,5,1.47
I22.png,6,color_quantization,1,4.4
I22.png,6,color_quantization,2,4.07
I22.png,6,color_quantization,3,4.27
I22.png,6,color_quantization,4,3.23
I22.png,6,color_quantization,5,2.47
I22.png,7,color_saturation1,1,2.77
I22.png,7,color_saturation1,2,2.57
I22.png,7,color_saturation1,3,2.2
I22.png,7,color_saturation1,4,2.27
I22.png,7,color_saturation1,5,1.9
I22.png,8,color_saturation2,1,4.68
I22.png,8,color_saturation2,2,2.4
I22.png,8,color_saturation2,3,1.37
I22.png,8,color_saturation2,4,1.13
I22.png,8,color_saturation2,5,1.1
I22.png,9,jpeg2000,1,4.73
I22.png,9,jpeg2000,2,4.53
I22.png,9,jpeg2000,3,4.77
I22.png,9,jpeg2000,4,2.97
I22.png,9,jpeg2000,5,1.63
I22.png,10,jpeg,1,4.47
I22.png,10,jpeg,2,4.43
I22.png,10,jpeg,3,4.03
I22.png,10,jpeg,4,1.83
I22.png,10,jpeg,5,1.47
I22.png,11,white_noise,1,3.8
I22.png,11,white_noise,2,2.97
I22.png,11,white_noise,3,2.8
I22.png,11,white_noise,4,2.93
I22.png,11,white_noise,5,2.27
I22.png,12,white_noise_color,1,4.73
I22.png,12,white_noise_color,2,3.5
I22.png,12,white_noise_color,3,2.87
I22.png,12,white_noise_color,4,2.63
I22.png,12,white_noise_color,5,2.5
I22.png,13,impulse_noise,1,3.93
I22.png,13,impulse_noise,2,3.23
I22.png,13,impulse_noise,3,2.8
I22.png,13,impulse_noise,4,2.3
I22.png,13,impulse_noise,5,2.1
I22.png,14,multiplicative_noise,1,4.53
I22.png,14,multiplicative_noise,2,3.23
I22.png,14,multiplicative_noise,3,3.0
I22.png,14,multiplicative_noise,4,2.61
I22.png,14,multiplicative_noise,5,1.97
I22.png,15,denoise,1,3.5
I22.png,15,denoise,2,2.53
I22.png,15,denoise,3,2.27
I22.png,15,denoise,4,1.97
I22.png,15,denoise,5,1.53
I22.png,16,brighten,1,4.53
I22.png,16,brighten,2,4.37
I22.png,16,brighten,3,3.43
I22.png,16,brighten,4,2.2
I22.png,16,brighten,5,1.26
I22.png,17,darken,1,4.87
I22.png,17,darken,2,4.47
I22.png,17,darken,3,4.3
I22.png,17,darken,4,3.6
I22.png,17,darken,5,2.5
I22.png,18,mean_shift,1,4.07
I22.png,18,mean_shift,2,4.6
I22.png,18,mean_shift,3,4.7
I22.png,18,mean_shift,4,4.5
I22.png,18,mean_shift,5,4.3
I22.png,19,jitter,1,4.63
I22.png,19,jitter,2,4.23
I22.png,19,jitter,3,3.77
I22.png,19,jitter,4,2.27
I22.png,19,jitter,5,1.5
I22.png,20,non_eccentricity_patch,1,4.7
I22.png,20,non_eccentricity_patch,2,3.83
I22.png,20,non_eccentricity_patch,3,3.47
I22.png,20,non_eccentricity_patch,4,4.17
I22.png,20,non_eccentricity_patch,5,2.37
I22.png,21,pixelate,1,4.53
I22.png,21,pixelate,2,3.8
I22.png,21,pixelate,3,3.6
I22.png,21,pixelate,4,3.77
I22.png,21,pixelate,5,1.87
I22.png,22,quantization,1,4.07
I22.png,22,quantization,2,3.67
I22.png,22,quantization,3,3.7
I22.png,22,quantization,4,3.33
I22.png,22,quantization,5,3.13
I22.png,23,color_block,1,1.97
I22.png,23,color_block,2,2.73
I22.png,23,color_block,3,1.7
I22.png,23,color_block,4,1.93
I22.png,23,color_block,5,2.03
I22.png,24,high_sharpen,1,3.83
I22.png,24,high_sharpen,2,2.8
I22.png,24,high_sharpen,3,2.3
I22.png,24,high_sharpen,4,1.93
I22.png,24,high_sharpen,5,1.5
I22.png,25,contrast_change,1,3.33
I22.png,25,contrast_change,2,4.03
I22.png,25,contrast_change,3,4.3
I22.png,25,contrast_change,4,4.03
I22.png,25,contrast_change,5,2.9
I23.png,1,gblur,1,4.73
I23.png,1,gblur,2,4.47
I23.png,1,gblur,3,3.03
I23.png,1,gblur,4,2.2
I23.png,1,gblur,5,1.33
I23.png,2,lbur,1,3.87
I23.png,2,lbur,2,2.97
I23.png,2,lbur,3,1.97
I23.png,2,lbur,4,1.5
I23.png,2,lbur,5,1.29
I23.png,3,mblur,1,4.93
I23.png,3,mblur,2,4.47
I23.png,3,mblur,3,3.3
I23.png,3,mblur,4,2.77
I23.png,3,mblur,5,2.07
I23.png,4,color_diffusion,1,4.8
I23.png,4,color_diffusion,2,2.53
I23.png,4,color_diffusion,3,1.37
I23.png,4,color_diffusion,4,1.17
I23.png,4,color_diffusion,5,1.1
I23.png,5,color_shift,1,4.71
I23.png,5,color_shift,2,2.33
I23.png,5,color_shift,3,2.06
I23.png,5,color_shift,4,1.83
I23.png,5,color_shift,5,1.91
I23.png,6,color_quantization,1,4.07
I23.png,6,color_quantization,2,3.8
I23.png,6,color_quantization,3,3.43
I23.png,6,color_quantization,4,3.1
I23.png,6,color_quantization,5,2.8
I23.png,7,color_saturation1,1,2.97
I23.png,7,color_saturation1,2,2.1
I23.png,7,color_saturation1,3,1.93
I23.png,7,color_saturation1,4,2.13
I23.png,7,color_saturation1,5,1.7
I23.png,8,color_saturation2,1,4.73
I23.png,8,color_saturation2,2,3.57
I23.png,8,color_saturation2,3,3.03
I23.png,8,color_saturation2,4,2.2
I23.png,8,color_saturation2,5,2.03
I23.png,9,jpeg2000,1,4.67
I23.png,9,jpeg2000,2,3.8
I23.png,9,jpeg2000,3,3.13
I23.png,9,jpeg2000,4,2.0
I23.png,9,jpeg2000,5,1.23
I23.png,10,jpeg,1,4.57
I23.png,10,jpeg,2,4.4
I23.png,10,jpeg,3,4.13
I23.png,10,jpeg,4,2.57
I23.png,10,jpeg,5,1.7
I23.png,11,white_noise,1,4.17
I23.png,11,white_noise,2,4.0
I23.png,11,white_noise,3,3.3
I23.png,11,white_noise,4,2.93
I23.png,11,white_noise,5,2.63
I23.png,12,white_noise_color,1,4.77
I23.png,12,white_noise_color,2,4.33
I23.png,12,white_noise_color,3,3.53
I23.png,12,white_noise_color,4,3.1
I23.png,12,white_noise_color,5,2.93
I23.png,13,impulse_noise,1,4.03
I23.png,13,impulse_noise,2,3.45
I23.png,13,impulse_noise,3,2.83
I23.png,13,impulse_noise,4,2.7
I23.png,13,impulse_noise,5,2.77
I23.png,14,multiplicative_noise,1,4.53
I23.png,14,multiplicative_noise,2,3.47
I23.png,14,multiplicative_noise,3,3.03
I23.png,14,multiplicative_noise,4,2.9
I23.png,14,multiplicative_noise,5,2.27
I23.png,15,denoise,1,3.97
I23.png,15,denoise,2,3.27
I23.png,15,denoise,3,2.53
I23.png,15,denoise,4,1.71
I23.png,15,denoise,5,1.67
I23.png,16,brighten,1,4.73
I23.png,16,brighten,2,4.47
I23.png,16,brighten,3,3.8
I23.png,16,brighten,4,3.2
I23.png,16,brighten,5,1.97
I23.png,17,darken,1,4.67
I23.png,17,darken,2,4.8
I23.png,17,darken,3,4.53
I23.png,17,darken,4,3.57
I23.png,17,darken,5,2.67
I23.png,18,mean_shift,1,4.53
I23.png,18,mean_shift,2,4.6
I23.png,18,mean_shift,3,4.7
I23.png,18,mean_shift,4,4.43
I23.png,18,mean_shift,5,4.23
I23.png,19,jitter,1,4.6
I23.png,19,jitter,2,4.4
I23.png,19,jitter,3,3.4
I23.png,19,jitter,4,1.77
I23.png,19,jitter,5,1.23
I23.png,20,non_eccentricity_patch,1,3.97
I23.png,20,non_eccentricity_patch,2,2.72
I23.png,20,non_eccentricity_patch,3,2.67
I23.png,20,non_eccentricity_patch,4,2.3
I23.png,20,non_eccentricity_patch,5,2.03
I23.png,21,pixelate,1,4.27
I23.png,21,pixelate,2,3.3
I23.png,21,pixelate,3,2.97
I23.png,21,pixelate,4,3.07
I23.png,21,pixelate,5,1.47
I23.png,22,quantization,1,4.63
I23.png,22,quantization,2,4.77
I23.png,22,quantization,3,4.53
I23.png,22,quantization,4,4.43
I23.png,22,quantization,5,4.03
I23.png,23,color_block,1,2.57
I23.png,23,color_block,2,2.07
I23.png,23,color_block,3,2.0
I23.png,23,color_block,4,2.23
I23.png,23,color_block,5,2.47
I23.png,24,high_sharpen,1,4.3
I23.png,24,high_sharpen,2,3.13
I23.png,24,high_sharpen,3,2.57
I23.png,24,high_sharpen,4,1.83
I23.png,24,high_sharpen,5,1.33
I23.png,25,contrast_change,1,4.23
I23.png,25,contrast_change,2,4.27
I23.png,25,contrast_change,3,4.37
I23.png,25,contrast_change,4,4.4
I23.png,25,contrast_change,5,3.9
I24.png,1,gblur,1,4.2
I24.png,1,gblur,2,4.03
I24.png,1,gblur,3,2.77
I24.png,1,gblur,4,1.7
I24.png,1,gblur,5,1.4
I24.png,2,lbur,1,3.57
I24.png,2,lbur,2,2.47
I24.png,2,lbur,3,1.77
I24.png,2,lbur,4,1.7
I24.png,2,lbur,5,1.33
I24.png,3,mblur,1,4.5
I24.png,3,mblur,2,4.0
I24.png,3,mblur,3,3.03
I24.png,3,mblur,4,2.4
I24.png,3,mblur,5,1.83
I24.png,4,color_diffusion,1,4.53
I24.png,4,color_diffusion,2,2.97
I24.png,4,color_diffusion,3,2.03
I24.png,4,color_diffusion,4,1.63
I24.png,4,color_diffusion,5,1.26
I24.png,5,color_shift,1,4.47
I24.png,5,color_shift,2,2.47
I24.png,5,color_shift,3,2.0
I24.png,5,color_shift,4,2.0
I24.png,5,color_shift,5,2.47
I24.png,6,color_quantization,1,4.27
I24.png,6,color_quantization,2,3.93
I24.png,6,color_quantization,3,3.8
I24.png,6,color_quantization,4,2.73
I24.png,6,color_quantization,5,2.67
I24.png,7,color_saturation1,1,2.8
I24.png,7,color_saturation1,2,2.43
I24.png,7,color_saturation1,3,1.93
I24.png,7,color_saturation1,4,2.23
I24.png,7,color_saturation1,5,1.4
I24.png,8,color_saturation2,1,4.5
I24.png,8,color_saturation2,2,3.63
I24.png,8,color_saturation2,3,2.83
I24.png,8,color_saturation2,4,1.93
I24.png,8,color_saturation2,5,1.7
I24.png,9,jpeg2000,1,4.37
I24.png,9,jpeg2000,2,4.19
I24.png,9,jpeg2000,3,4.2
I24.png,9,jpeg2000,4,2.13
I24.png,9,jpeg2000,5,1.4
I24.png,10,jpeg,1,4.47
I24.png,10,jpeg,2,4.3
I24.png,10,jpeg,3,3.97
I24.png,10,jpeg,4,1.9
I24.png,10,jpeg,5,1.57
I24.png,11,white_noise,1,3.53
I24.png,11,white_noise,2,3.07
I24.png,11,white_noise,3,2.7
I24.png,11,white_noise,4,2.53
I24.png,11,white_noise,5,1.97
I24.png,12,white_noise_color,1,4.3
I24.png,12,white_noise_color,2,3.37
I24.png,12,white_noise_color,3,2.33
I24.png,12,white_noise_color,4,2.43
I24.png,12,white_noise_color,5,2.0
I24.png,13,impulse_noise,1,3.43
I24.png,13,impulse_noise,2,3.0
I24.png,13,impulse_noise,3,2.43
I24.png,13,impulse_noise,4,2.1
I24.png,13,impulse_noise,5,2.2
I24.png,14,multiplicative_noise,1,4.3
I24.png,14,multiplicative_noise,2,2.97
I24.png,14,multiplicative_noise,3,2.8
I24.png,14,multiplicative_noise,4,2.3
I24.png,14,multiplicative_noise,5,1.93
I24.png,15,denoise,1,3.47
I24.png,15,denoise,2,2.43
I24.png,15,denoise,3,1.9
I24.png,15,denoise,4,1.53
I24.png,15,denoise,5,1.67
I24.png,16,brighten,1,4.5
I24.png,16,brighten,2,4.1
I24.png,16,brighten,3,3.94
I24.png,16,brighten,4,2.07
I24.png,16,brighten,5,1.43
I24.png,17,darken,1,4.57
I24.png,17,darken,2,4.37
I24.png,17,darken,3,4.0
I24.png,17,darken,4,3.57
I24.png,17,darken,5,2.3
I24.png,18,mean_shift,1,4.0
I24.png,18,mean_shift,2,4.3
I24.png,18,mean_shift,3,4.7
I24.png,18,mean_shift,4,4.37
I24.png,18,mean_shift,5,4.27
I24.png,19,jitter,1,4.67
I24.png,19,jitter,2,4.5
I24.png,19,jitter,3,4.07
I24.png,19,jitter,4,2.67
I24.png,19,jitter,5,1.53
I24.png,20,non_eccentricity_patch,1,4.0
I24.png,20,non_eccentricity_patch,2,3.67
I24.png,20,non_eccentricity_patch,3,3.73
I24.png,20,non_eccentricity_patch,4,3.7
I24.png,20,non_eccentricity_patch,5,2.53
I24.png,21,pixelate,1,4.27
I24.png,21,pixelate,2,3.53
I24.png,21,pixelate,3,3.5
I24.png,21,pixelate,4,2.97
I24.png,21,pixelate,5,1.4
I24.png,22,quantization,1,4.07
I24.png,22,quantization,2,3.63
I24.png,22,quantization,3,3.07
I24.png,22,quantization,4,3.33
I24.png,22,quantization,5,2.9
I24.png,23,color_block,1,2.73
I24.png,23,color_block,2,2.1
I24.png,23,color_block,3,2.17
I24.png,23,color_block,4,1.57
I24.png,23,color_block,5,2.1
I24.png,24,high_sharpen,1,3.73
I24.png,24,high_sharpen,2,2.63
I24.png,24,high_sharpen,3,2.07
I24.png,24,high_sharpen,4,1.63
I24.png,24,high_sharpen,5,1.16
I24.png,25,contrast_change,1,3.2
I24.png,25,contrast_change,2,3.83
I24.png,25,contrast_change,3,4.33
I24.png,25,contrast_change,4,3.83
I24.png,25,contrast_change,5,3.53
I25.png,1,gblur,1,4.43
I25.png,1,gblur,2,4.63
I25.png,1,gblur,3,3.2
I25.png,1,gblur,4,2.3
I25.png,1,gblur,5,1.37
I25.png,2,lbur,1,4.17
I25.png,2,lbur,2,2.87
I25.png,2,lbur,3,1.87
I25.png,2,lbur,4,1.73
I25.png,2,lbur,5,1.3
I25.png,3,mblur,1,4.77
I25.png,3,mblur,2,4.43
I25.png,3,mblur,3,3.1
I25.png,3,mblur,4,2.9
I25.png,3,mblur,5,1.73
I25.png,4,color_diffusion,1,4.53
I25.png,4,color_diffusion,2,3.03
I25.png,4,color_diffusion,3,2.0
I25.png,4,color_diffusion,4,2.07
I25.png,4,color_diffusion,5,1.65
I25.png,5,color_shift,1,4.5
I25.png,5,color_shift,2,2.8
I25.png,5,color_shift,3,2.23
I25.png,5,color_shift,4,2.53
I25.png,5,color_shift,5,2.73
I25.png,6,color_quantization,1,4.2
I25.png,6,color_quantization,2,4.07
I25.png,6,color_quantization,3,4.07
I25.png,6,color_quantization,4,3.2
I25.png,6,color_quantization,5,2.33
I25.png,7,color_saturation1,1,2.5
I25.png,7,color_saturation1,2,2.43
I25.png,7,color_saturation1,3,2.43
I25.png,7,color_saturation1,4,2.37
I25.png,7,color_saturation1,5,1.97
I25.png,8,color_saturation2,1,4.73
I25.png,8,color_saturation2,2,3.13
I25.png,8,color_saturation2,3,3.13
I25.png,8,color_saturation2,4,1.7
I25.png,8,color_saturation2,5,1.33
I25.png,9,jpeg2000,1,4.7
I25.png,9,jpeg2000,2,4.6
I25.png,9,jpeg2000,3,4.2
I25.png,9,jpeg2000,4,3.03
I25.png,9,jpeg2000,5,1.53
I25.png,10,jpeg,1,4.53
I25.png,10,jpeg,2,4.63
I25.png,10,jpeg,3,4.3
I25.png,10,jpeg,4,1.6
I25.png,10,jpeg,5,1.07
I25.png,11,white_noise,1,4.1
I25.png,11,white_noise,2,3.5
I25.png,11,white_noise,3,2.9
I25.png,11,white_noise,4,2.77
I25.png,11,white_noise,5,2.37
I25.png,12,white_noise_color,1,4.57
I25.png,12,white_noise_color,2,3.53
I25.png,12,white_noise_color,3,2.9
I25.png,12,white_noise_color,4,2.43
I25.png,12,white_noise_color,5,2.23
I25.png,13,impulse_noise,1,3.47
I25.png,13,impulse_noise,2,2.81
I25.png,13,impulse_noise,3,2.3
I25.png,13,impulse_noise,4,2.17
I25.png,13,impulse_noise,5,1.94
